UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
1.9650034931812248,2.249683044025109,1.5471742573970495,0.10774554841423864,0.42969244808389717,-0.5360145473578141,0.6533404077742843,1.668934938001041,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.965564842557937,0.41514652484860454,-0.3926824149617801,0.04951370476850075,0.3550282520658312,0.1617848364957751,-0.20224235118283945,1.7262159784094095,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9661261919346493,-1.706976149485692,-2.332539087320609,0.04951370476850075,0.42969244808389717,-0.895277596470553,0.8525857078053956,1.7644033386816553,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9666875413113616,0.4156164368668362,-0.3926824149617801,0.04951370476850075,0.42969244808389717,-0.004028878479335031,0.793984148972716,1.8598717393622692,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9672488906880736,0.41608634888506785,-0.3926824149617801,0.04951370476850075,0.42969244808389717,2.8286220856787994,-2.3001781573927738,1.8980590996345148,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.967810240064786,2.2501529560433404,1.5471742573970495,0.10774554841423864,0.5043566441019207,-1.392718741395884,1.5206434784979441,-2.07342636867903,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9683715894414986,-1.70650623746746,-2.332539087320609,0.10774554841423864,0.42969244808389717,-0.8400063581455162,-0.03815798645133627,-2.0161453282706616,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9689329388182102,0.41655626090329956,-0.3926824149617801,0.04951370476850075,0.42969244808389717,-0.2872939748951485,0.6181794724746767,-1.9206769275900475,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.969494288194923,0.4170261729215312,-0.3926824149617801,0.04951370476850075,0.42969244808389717,-1.1923605024676256,1.1338731902022583,-1.882489567317802,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9700556375716352,0.4174960849397629,-0.3926824149617801,0.04951370476850075,0.3550282520658312,-0.03166449764185349,-0.43664858651355826,-1.8443022070455564,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9706169869483474,2.2506228680615723,1.5471742573970495,0.04951370476850075,0.3550282520658312,-0.49456111861403634,0.34861230184434955,-1.8061148467733106,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9711783363250597,0.4179659969579946,-0.3926824149617801,0.04951370476850075,0.3550282520658312,7.547404057678812,-3.2495234104821864,-1.748833806364942,-0.07823801936469583,-0.1670623207764942,11.814179114985688,-0.11212003238067046,-0.06332523032387224,1
1.971739685701772,0.41843590897622623,-0.3926824149617801,-0.008718138877237146,0.2803640560477651,-1.6759838378116974,2.5168699786534994,-1.7106464460926967,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.972301035078484,2.251092780079804,1.5471742573970495,-0.008718138877237146,0.2803640560477651,0.023606740683183174,-0.42492827474702305,-1.6724590858204509,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9728623844551965,-1.7060363254492288,-2.332539087320609,0.04951370476850075,0.3550282520658312,-0.9505488347955897,0.9111872666380754,-1.6151780454120825,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9734237338319085,0.41890582099445794,-0.3926824149617801,0.04951370476850075,0.3550282520658312,-0.6120125000547396,0.34861230184434955,-1.5197096447314686,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9739850832086205,0.41937573301268966,-0.3926824149617801,0.10774554841423864,0.3550282520658312,-0.2182049269888525,0.3720529253774217,-1.4815222844592228,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.974546432585333,2.2515626920980356,1.5471742573970495,0.1659773920599435,0.42969244808389717,-0.46001659466088846,-0.34288609238127105,-1.443334924186977,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
1.9751077819620453,2.2520326041162675,1.5471742573970495,0.1659773920599435,0.5043566441019207,-1.1301803593519593,0.793984148972716,-1.3860538837786087,-0.07823801936469583,-0.1670623207764942,-0.129676142798803,-0.11212003238067046,-0.06332523032387224,0
