UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
-1.731803389410688,0.9693662345737637,1.3318889527502387,-1.0858238333168893,-0.9059233209623782,0.056854787525509994,0.28648520242426473,-1.7016788913174623,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7313085177463328,-1.2004875953050709,-0.3380416704365194,-1.0389194171364007,-0.8423274402349586,-0.7236334638395172,0.6353191301313617,-1.6546678477578478,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7308136460819776,-1.200125953000091,-0.3380416704365194,-1.0858238333168893,-0.9695192016898337,-0.23241708186152807,0.9442863232433619,-1.623327152051438,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7303187744176225,-1.1997643106951112,-0.3380416704365194,-1.0389194171364007,-0.9059233209623782,-0.5871844688456314,-0.04241535798528352,-1.5919864563450283,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7298239027532674,-1.1994026683901313,-0.3380416704365194,-1.0389194171364007,-0.8423274402349586,-0.7236334638395172,0.007418060258587462,-1.5606457606386188,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7293290310889122,0.9697278768787435,1.3318889527502387,-1.0858238333168893,-0.9059233209623782,-0.6308481472436748,0.19678504958529708,-1.529305064932209,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.728834159424557,-1.1990410260851516,-0.3380416704365194,-1.0858238333168893,-0.9059233209623782,0.09506050612379804,0.24661846782916805,-1.4822940213725946,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7283392877602022,-1.1986793837801717,-0.3380416704365194,-1.0858238333168893,-0.9059233209623782,-0.07413624766862045,0.027351427556136138,-1.450953325666185,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.727844416095847,0.9700895191837233,1.3318889527502387,-0.9920150009558852,-0.8423274402349586,0.6899781242971404,-1.1287838757016708,-1.4196126299597753,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.727349544431492,0.9704511614887031,1.3318889527502387,-0.8982061685948812,-0.6515397980526278,1.0938671494790426,-1.1885839775943163,-1.3726015864001608,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7268546727671368,-1.563214827199816,-2.0079722936232773,-0.9451105847753966,-0.7151356787800836,1.3176435012690155,-1.5972180071940585,-1.3255905428405463,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7263598011027816,-1.5628531848948362,-2.0079722936232773,-0.8513017524143659,-0.5879439173251723,-0.6417640668431857,0.43598545715587766,-1.2472388035745223,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7258649294384265,0.970812803793683,1.3318889527502387,-0.8513017524143659,-0.5879439173251723,-1.1002326900226422,1.1137199452725235,-1.168887064308498,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7253700577740714,0.9711744460986628,1.3318889527502387,-0.8513017524143659,-0.5243480365977528,1.0993251092787981,-0.9892503046188322,-1.1218760207488836,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7248751861097162,-1.198317741475192,-0.3380416704365194,-0.8513017524143659,-0.5243480365977528,2.6985073306071405,-2.0257854040913488,-1.074864977189269,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7243803144453613,-1.197956099170212,-0.3380416704365194,-0.8513017524143659,-0.5243480365977528,0.007733149327711078,0.8446194867556199,-1.0435242814828596,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7238854427810062,0.9715360884036426,1.3318889527502387,-0.8513017524143659,-0.5243480365977528,-1.2530555644157944,0.6652191810776846,-1.0121835857764498,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.723390571116651,0.9718977307086224,1.3318889527502387,-0.8043973362338772,-0.5243480365977528,-0.7127175442400063,0.5655523445899426,-0.9651725422168353,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.722895699452296,-1.5624915425898565,-2.0079722936232773,-0.7574929200533619,-0.5243480365977528,-1.2803453634145716,1.4525871893308462,-0.9181614986572209,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7224008277879408,0.9722593730136022,1.3318889527502387,-0.7105885038728732,-0.4607521558702971,0.49894953130570024,-0.7400832133994774,-0.8398097593911967,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7219059561235857,-1.5621299002848765,-2.0079722936232773,-0.7105885038728732,-0.4607521558702971,-0.9037461372314466,0.27651851877549105,-0.7927987158315822,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7214110844592305,-1.1975944568652324,-0.3380416704365194,-0.7574929200533619,-0.4607521558702971,-0.494399152249789,0.48581887539974866,-0.7144469765655581,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7209162127948756,0.972621015318582,1.3318889527502387,-0.7105885038728732,-0.4607521558702971,0.22059358151817304,-0.919483519077413,-0.6831062808591485,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7204213411305205,-1.1972328145602527,-0.3380416704365194,-0.6636840876923579,-0.39715627514287766,1.186652466074885,-1.4178177015161229,-0.636095237299534,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7199264694661653,0.9729826576235618,1.3318889527502387,-0.6636840876923579,-0.39715627514287766,0.11143438552306434,-0.26168239825831613,-0.6047545415931244,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7194315978018102,-1.1968711722552727,-0.3380416704365194,-0.6636840876923579,-0.333560394415422,1.7488223254496948,-1.6570181090867036,-0.5577434980335099,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.718936726137455,-1.196509529950293,-0.3380416704365194,-0.6167796715118425,-0.333560394415422,-0.15600564466495198,-0.09224877622915452,-0.5264028023271002,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7184418544731,-1.5617682579798968,-2.0079722936232773,-0.6167796715118425,-0.39715627514287766,1.4759243354619231,-1.5274512216526388,-0.49506210662069056,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7179469828087448,-1.196147887645313,-0.3380416704365194,-0.6167796715118425,-0.39715627514287766,-0.5544367100470987,0.42601877350710404,-0.41671036735466643,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7174521111443897,-1.1957862453403334,-0.3380416704365194,-0.6636840876923579,-0.39715627514287766,0.8318850790907818,-0.9792836209700579,-0.38536967164825675,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7169572394800348,0.9733442999285415,1.3318889527502387,-0.6167796715118425,-0.333560394415422,-1.1002326900226422,0.8246861194580719,-0.3540289759418471,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7164623678156796,-1.1954246030353535,-0.3380416704365194,-0.6636840876923579,-0.39715627514287766,1.4049708580651024,-1.4377510688136712,-0.30701793238223263,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7159674961513245,-1.1950629607303738,-0.3380416704365194,-0.6636840876923579,-0.39715627514287766,-0.6635959060422074,0.8346528031068455,-0.275677236675823,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7154726244869694,-1.1947013184253938,-0.3380416704365194,-0.7105885038728732,-0.4607521558702971,0.6790622046976296,-0.7400832133994774,-0.24433654096941335,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7149777528226142,0.9737059422335214,1.3318889527502387,-0.7574929200533619,-0.5879439173251723,0.10051846592355347,-0.5208161731264447,-0.2129958452630037,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.714482881158259,0.9740675845385012,1.3318889527502387,-0.7574929200533619,-0.5243480365977528,-0.4834832326502781,0.8645528540531686,-0.1659848017033892,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.713988009493904,0.974429226843481,1.3318889527502387,-0.7105885038728732,-0.5243480365977528,0.22059358151817304,-0.32148250015096075,-0.11897375814377473,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.713493137829549,-1.1943396761204141,-0.3380416704365194,-0.7574929200533619,-0.5879439173251723,-0.5544367100470987,-0.07231540893160583,-0.07196271458416025,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.712998266165194,-1.561406615674917,-2.0079722936232773,-0.7105885038728732,-0.5243480365977528,-0.8819142980324248,1.0738532106774268,-0.04062201887775059,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7125033945008388,-1.1939780338154342,-0.3380416704365194,-0.7574929200533619,-0.5879439173251723,-1.0401951322253324,1.2532535163553622,0.03772972038827355,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7120085228364836,-1.1936163915104545,-0.3380416704365194,-0.7574929200533619,-0.5879439173251723,-0.9746996146282673,0.545618977292394,0.0690704160946832,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7115136511721285,-1.1932547492054746,-0.3380416704365194,-0.7574929200533619,-0.5879439173251723,-0.9419518558297346,1.0838198943262005,0.10041111180109286,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7110187795077734,0.9747908691484608,1.3318889527502387,-0.7574929200533619,-0.5879439173251723,-0.9419518558297346,0.9143862722970396,0.1317518075075025,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7105239078434182,-1.5610449733699372,-2.0079722936232773,-0.7574929200533619,-0.5243480365977528,-0.9201200166307129,0.8545861704043942,0.17876285106711698,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.710029036179063,0.9751525114534406,1.3318889527502387,-0.7574929200533619,-0.5879439173251723,-0.3743240366551694,0.7549193339166522,0.2571145903331411,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7095341645147082,-1.1928931069004949,-0.3380416704365194,-0.7574929200533619,-0.5879439173251723,-0.281538720059327,0.9143862722970396,0.3041256338927556,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.709039292850353,0.9755141537584204,1.3318889527502387,-0.8043973362338772,-0.6515397980526278,1.650579049054097,-1.4078510178673485,0.3354663295991652,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.708544421185998,-1.1925314645955152,-0.3380416704365194,-0.7574929200533619,-0.5879439173251723,-0.6690538658419629,0.6353191301313617,0.3824773731587797,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7080495495216428,-1.5606833310649573,-2.0079722936232773,-0.7574929200533619,-0.5243480365977528,-0.6308481472436748,1.3927870874382007,0.4138180688651894,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7075546778572877,0.9758757960634002,1.3318889527502387,-0.7105885038728732,-0.5243480365977528,-0.7018016246404954,0.4160520898583297,0.4921698081312135,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7070598061929325,-1.1921698222905353,-0.3380416704365194,-0.7105885038728732,-0.5879439173251723,7.20678212520513,-3.5207879514074785,0.539180851690828,-0.06669535901431167,-0.12923999956395546,9.544907708191563,-0.09904331761985327,-0.049340487900312355,1
-1.7065649345285774,-1.1918081799855555,-0.3380416704365194,-0.7105885038728732,-0.5879439173251723,-0.8600824588334031,1.4924539239259427,0.5705215473972377,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7060700628642225,-1.5603216887599776,-2.0079722936232773,-0.7574929200533619,-0.6515397980526278,-0.2378750416612835,0.38615203891200667,0.6018622431036473,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
-1.7055751911998673,-1.1914465376805756,-0.3380416704365194,-0.8043973362338772,-0.6515397980526278,0.13326622472208607,-0.4809494385313481,0.6802139823696715,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,0
